lat,lng
25.09744,121.52577
25.09669,121.51937
25.09293,121.5151
25.08726,121.51654
25.08636,121.52136
25.08387,121.51674
25.08306,121.52292
25.08185,121.51808
25.07868,121.52226
25.08181,121.5127
25.08203,121.50757
25.0853,121.50595
25.0858,121.51198
25.09072,121.50959
25.09047,121.50134
25.09253,121.50684
25.09286,121.50145
25.10442,121.49079
25.10652,121.47335
25.10689,121.53406
25.10256,121.52947
25.1027,121.52394
25.10197,121.52097
25.10765,121.53126
25.10613,121.52685
25.1093,121.54292
25.12223,121.54264
25.11294,121.53455
25.1096,121.52729
25.10799,121.52322
25.11612,121.53213
25.11438,121.52934
25.11655,121.52632
25.1215,121.536
25.12102,121.5329
25.12123,121.52845
25.12988,121.53633
25.10741,121.54715
25.12592,121.56103
25.12785,121.55673
25.13868,121.54844
25.16576,121.56814
25.14296,121.57816
25.12459,121.58616
25.10639,121.56505
25.09964,121.55472
25.1055,121.512
25.10868,121.51441
25.10975,121.51702
25.11086,121.51021
25.113,121.51494
25.11359,121.52255
25.11252,121.51841
25.11592,121.51903
25.13178,121.52569
25.12341,121.52187
25.11774,121.51524
25.12248,121.51117
25.11638,121.51167
25.11422,121.50875
25.11696,121.5085
25.11599,121.5049
25.12019,121.50555
25.12062,121.48605
25.10272,121.50414
25.1283,121.51141
25.12874,121.50293
25.12961,121.49843
25.13543,121.50216
25.1313,121.49713
25.134,121.506
25.13881,121.51527
25.14109,121.50749
25.1387,121.50012
25.14348,121.50453
25.14348,121.49963
25.14331,121.49568
25.15204,121.49096
25.14284,121.49549
25.13457,121.48866
25.14311,121.48892
25.138,121.48291
25.13153,121.47451
25.118,121.46724
25.15262,121.52107
25.15133,121.53804
25.16014,121.50142
25.17933,121.54926
24.99119,121.31169
24.98968,121.30868
24.99104,121.31472
24.97798,121.32161
25.00543,121.3247
25.0169,121.31784
24.996,121.3103
24.9951,121.31286
24.99736,121.30858
25.02604,121.31124
25.00034,121.30412
25.00321,121.30709
24.9962,121.31548
24.99225,121.31665
24.99286,121.32019
25.00309,121.30181
25.01075,121.2921
25.0212,121.2813
24.99638,121.30594
24.99655,121.3108
24.99423,121.3105
25.0165,121.30568
24.98758,121.28775
25.00661,121.29954
24.99334,121.30676
24.98779,121.30522
24.99098,121.30735
24.98269,121.3029
25.00305,121.28754
24.9951,121.29612
25.00074,121.30957
24.98334,121.31709
24.97753,121.30885
24.99428,121.30165
24.98237,121.26533
24.99115,121.27774
24.99701,121.31705
25.00338,121.31325
24.99788,121.31215
24.99787,121.301
24.98511,121.30821
24.98821,121.31797
24.98128,121.31471
24.9855,121.31267
24.99784,121.32077
25.01184,121.31266
25.01886,121.31137
25.0087,121.30601
25.01436,121.29819
25.01335,121.30243
25.02708,121.29572
24.99886,121.28813
24.98894,121.29932
24.99184,121.28508
24.97478,121.28902
24.98276,121.2741
25.02111,121.31881
25.01612,121.32396
24.99546,121.2805
24.99244,121.28403
25.02242,121.30017
24.99131,121.29068
25.00399,121.30073
24.98882,121.29258
24.98559,121.2935
24.99367,121.30198
25.00901,121.29709
25.00797,121.28876
25.01922,121.29057
24.98751,121.28935
24.98591,121.26968
25.0108,121.29996
25.01869,121.29453
25.01442,121.28582
25.0168,121.28891
25.00935,121.31996
24.92899,121.25126
24.93611,121.24946
24.94861,121.26589
24.95837,121.22064
24.97897,121.26188
24.98146,121.25834
24.96181,121.21646
24.96633,121.25567
24.96658,121.25842
24.93983,121.25942
24.93935,121.2332
24.94821,121.25376
24.95514,121.25485
24.96295,121.22927
24.95818,121.22692
24.95445,121.23912
24.958,121.23044
24.96579,121.24152
24.9633,121.26001
24.96991,121.26322
24.95208,121.22579
25.01594,121.20358
24.96015,121.261
24.95923,121.2145
24.94576,121.22566
24.97833,121.25502
24.99753,121.24429
24.95655,121.22008
24.92881,121.24321
24.95102,121.26277
24.98422,121.22878
25.00867,121.22013
24.97257,121.24348
24.98326,121.24701
24.96432,121.22107
24.97746,121.23629
24.95153,121.23188
24.95433,121.22433
24.93266,121.25187
24.95755,121.22295
24.96166,121.22443
24.94801,121.23196
24.96977,121.16722
24.964,121.19681
24.95505,121.21632
24.99179,121.20484
25.00701,121.18373
24.97579,121.20563
25.01094,121.16951
24.95434,121.22027
24.97953,121.17986
24.93844,121.23158
24.95224,121.24722
24.98086,121.2205
24.9695,121.21644
24.97444,121.24971
24.97463,121.25662
24.97585,121.25929
24.98182,121.25357
24.96219,121.24953
24.95878,121.24358
24.93919,121.2453
24.94258,121.23845
24.95873,121.20708
24.93789,121.23601
24.95566,121.23435
24.93357,121.2573
24.96371,121.26307
24.96514,121.23499
24.95935,121.23337
24.94902,121.26073
24.94433,121.25674
24.97409,121.23061
24.99212,121.23374
24.95415,121.26378
24.95306,121.25855
24.97025,121.25796
24.96942,121.25965
24.94976,121.22641
24.96105,121.22087
24.96387,121.26468
24.96586,121.22488
24.96586,121.22488
24.96586,121.22488
24.96586,121.22488
24.88174,121.28678
24.88467,121.28572
24.87606,121.29235
24.87116,121.28573
24.89587,121.29994
24.88433,121.32671
24.87242,121.31198
24.841,121.28992
24.82497,121.29616
24.84665,121.33108
24.86481,121.28106
24.83378,121.26672
24.90627,121.29491
24.92161,121.31589
24.91938,121.29276
24.92261,121.2939
24.91431,121.28084
24.90591,121.27471
24.90222,121.28108
24.88886,121.26754
24.9027,121.26414
24.87026,121.25896
24.88809,121.27395
24.87846,121.27049
24.88216,121.29461
24.90049,121.28425
24.89676,121.27317
24.91363,121.14662
24.90946,121.14458
24.90571,121.14554
24.88822,121.15872
24.908,121.13969
24.89235,121.1203
24.91865,121.1362
24.94295,121.13157
24.90776,121.14688
24.89402,121.16833
24.91798,121.17816
24.91255,121.18574
24.90981,121.17785
24.9143,121.18031
24.90642,121.17095
24.92549,121.16447
24.93789,121.16745
24.92155,121.1842
24.91574,121.18359
24.93458,121.08279
24.94123,121.081
24.94299,121.09811
24.92728,121.11799
24.91071,121.10885
24.90651,121.08122
24.9098,121.15358
24.91605,121.15586
24.91221,121.16215
24.90286,121.16543
24.88655,121.13613
24.93397,121.13708
24.94817,121.17153
24.92766,121.18066
24.901,121.18199
24.89014,121.17622
24.90748,121.14564
24.90748,121.14564
24.90748,121.14564
24.90748,121.14564
24.90748,121.14564
24.91726,121.11781
25.00233,121.26868
25.00463,121.2558
25.02853,121.24273
25.02606,121.25719
25.05221,121.26531
25.04273,121.2948
25.0485,121.28624
25.0623,121.30712
25.06964,121.282
25.07293,121.29011
25.09173,121.28828
25.08603,121.30979
25.07501,121.32997
25.09766,121.27276
25.11334,121.26611
25.04062,121.29434
25.0385,121.28295
25.06707,121.27288
25.05249,121.2867
25.03195,121.27132
25.02207,121.27087
25.03768,121.25097
25.05658,121.31443
25.05097,121.3013
25.05603,121.29394
25.04675,121.29456
25.04675,121.29456
24.99517,121.26506
25.04675,121.29456
25.04675,121.29456
25.04675,121.29456
25.04675,121.29456
25.04675,121.29456
25.04675,121.29456
25.01691,121.25866
25.04675,121.29456
25.04675,121.29456
25.06446,121.19868
25.06533,121.19151
25.04179,121.19075
25.03583,121.17274
25.03741,121.209
25.02046,121.2276
25.04974,121.22281
25.0611,121.23114
25.07359,121.24408
25.06352,121.19527
25.09853,121.23754
25.10359,121.24791
25.09859,121.22805
25.08315,121.2183
25.08743,121.19867
25.08332,121.18826
25.07549,121.16648
25.05864,121.16808
25.02135,121.34235
24.9984,121.33753
24.98896,121.36893
24.99309,121.34782
24.98747,121.33604
24.98376,121.33123
24.99637,121.33141
25.00249,121.33931
25.06328,121.35852
25.03526,121.39097
25.03727,121.32012
25.05062,121.32766
24.98943,121.33933
24.99058,121.32477
24.99386,121.3356
25.00157,121.3597
25.01747,121.40355
25.02476,121.36816
25.0405,121.3531
25.04865,121.37323
25.04518,121.30328
24.99075,121.3301
24.98303,121.35284
25.01209,121.38421
25.00259,121.38671
24.99611,121.38046
25.05517,121.36603
25.05292,121.35297
25.05492,121.38314
24.99367,121.32817
24.92682,121.28312
24.93958,121.28442
24.93249,121.2933
24.93926,121.2975
24.92724,121.29564
24.92894,121.29957
24.95341,121.28375
24.96061,121.28857
24.94085,121.26879
24.9252,121.25981
24.97577,121.27695
24.97745,121.27439
24.95995,121.27646
24.96326,121.3105
24.94665,121.31575
24.9481,121.30544
24.95367,121.29633
24.96079,121.2966
24.95774,121.29509
24.96342,121.30165
24.96163,121.30203
24.97568,121.29899
24.96511,121.30831
24.93763,121.30722
24.9492,121.29978
24.96907,121.3194
24.96823,121.29607
24.93316,121.29786
24.94855,121.29667
24.97115,121.29851
24.97169,121.31195
24.96067,121.32278
24.96919,121.326
24.951,121.32236
24.95954,121.29833
24.9716,121.30554
24.96617,121.30187
24.97079,121.27299
24.97939,121.27714
24.94245,121.28936
24.95451,121.30571
24.96448,121.29796
24.96863,121.30338
24.94678,121.28461
24.92654,121.25764
24.96322,121.29717
24.9286,121.28451
24.9286,121.28451
24.87846,121.22286
24.87044,121.21815
24.88584,121.20776
24.82349,121.21143
24.86567,121.19987
24.8784,121.18749
24.85232,121.16553
24.85207,121.20665
24.85711,121.21747
24.86462,121.21416
24.83668,121.19358
24.86679,121.2334
24.87644,121.23294
24.84811,121.24566
24.85288,121.18079
24.84325,121.25575
24.81876,121.24186
24.82837,121.23065
24.86993,121.22509
24.88153,121.21334
24.87863,121.21046
24.87378,121.20856
24.88285,121.19866
24.86157,121.217
24.85176,121.22036
24.87269,121.23102
24.87363,121.23835
24.87932,121.2396
24.84212,121.23421
24.84791,121.23196
24.95846,121.18395
24.94238,121.1937
24.95098,121.20207
24.95346,121.21347
24.94655,121.20528
24.93801,121.20069
24.94878,121.21634
24.93766,121.21605
24.94849,121.22142
24.93482,121.22083
24.9298,121.22652
24.92749,121.19755
24.91585,121.2168
24.90412,121.21469
24.89583,121.21287
24.894,121.20695
24.92726,121.23587
24.92162,121.24514
24.92444,121.2478
24.92599,121.2533
24.92917,121.25579
24.92842,121.25633
24.91441,121.23835
24.90003,121.23662
24.91955,121.25269
24.91007,121.25032
24.90733,121.19251
24.94843,121.21035
24.90199,121.20435
24.89269,121.20296
24.95453,121.20949
24.89923,121.22136
24.92414,121.20883
24.93757,121.20695
24.93159,121.21432
24.92164,121.22382
24.9441,121.21291
24.91447,121.24819
24.94182,121.22181
24.95164,121.22057
24.94387,121.221
24.95396,121.20582
24.92932,121.19418
24.94389,121.21685
24.91622,121.20658
24.91012,121.20808
24.97237,121.1052
24.97889,121.09292
24.98742,121.08943
24.98082,121.12072
24.95749,121.14546
24.95506,121.10803
24.96295,121.12627
24.9589,121.07717
24.97167,121.08817
24.9948,121.09002
25.00707,121.04368
24.98733,121.05691
25.00197,121.05346
24.98382,121.0729
25.00378,121.03106
24.98886,121.03108
24.97483,121.0208
24.96125,121.01124
24.9459,120.99803
24.97278,121.10535
24.95122,121.02312
24.96147,121.04616
24.94907,121.05154
25.03605,121.07915
25.04798,121.09284
25.04133,121.10085
25.0338,121.05887
25.0243,121.07031
25.01847,121.04954
25.01865,121.08294
25.00645,121.0888
25.01733,121.09761
25.01926,121.1143
25.00196,121.11221
25.00547,121.13698
25.00398,121.13307
24.99636,121.15545
24.97903,121.14024
24.98378,121.14846
25.02097,121.13549
25.02302,121.15109
25.04171,121.15629
25.06555,121.14925
25.05311,121.1389
25.05857,121.12376
25.04436,121.11152
25.02856,121.08336
24.82715,121.34236
24.80845,121.353
24.78817,121.37657
24.80718,121.39522
24.79752,121.28374
24.67235,121.3751
24.78248,121.3238
24.65352,121.40892
24.77755,121.3596
24.72532,121.35599
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.14715,120.69673
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.13248,120.70392
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.12842,120.66604
22.9753,120.23343
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.13534,120.67533
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.14492,120.66051
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.15277,120.65561
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.15151,120.68241
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.1469,120.6839
24.18185,120.64148
24.18239,120.63746
24.16705,120.63459
24.1628,120.62854
24.16146,120.64378
24.17311,120.64394
24.1736,120.64661
24.17948,120.65006
24.16453,120.65315
24.16315,120.65683
24.17381,120.65643
24.1781,120.66432
24.17695,120.66709
24.1744,120.6636
24.1964,120.65755
24.19865,120.64283
24.19157,120.61765
24.18981,120.62597
24.18053,120.62755
24.17064,120.60564
24.16939,120.65605
24.16685,120.65995
24.17045,120.66478
24.18408,120.64627
24.15832,120.65357
24.17438,120.63934
24.17076,120.64114
24.16872,120.64413
24.17411,120.6503
24.16156,120.65856
24.15925,120.65017
24.16644,120.66272
24.17767,120.61841
24.17742,120.61549
24.18019,120.60724
24.18841,120.59825
24.1903,120.61004
24.1864,120.6145
24.18257,120.62017
24.14028,120.63842
24.12838,120.64385
24.11754,120.63329
24.11765,120.62383
24.14011,120.59805
24.13424,120.60886
24.15213,120.60028
24.14865,120.62575
24.13964,120.63182
24.14594,120.63402
24.15288,120.64564
24.14183,120.64406
24.15365,120.63145
24.12847,120.62619
24.14264,120.65258
24.14499,120.6483
24.13947,120.64877
24.13556,120.64641
24.13947,120.65253
24.13547,120.65223
24.15296,120.65138
24.14836,120.64542
24.16032,120.60434
24.14992,120.6355
24.15493,120.63611
24.16462,120.70012
24.16682,120.69149
24.16728,120.6972
24.17236,120.69485
24.17391,120.68035
24.17202,120.7013
24.18232,120.70542
24.16854,120.71279
24.18315,120.71927
24.18203,120.72995
24.18518,120.76733
24.17016,120.76598
24.1469,120.6839
24.20239,120.75359
24.19826,120.78496
24.17911,120.68557
24.18896,120.68013
24.19657,120.69037
24.19602,120.68354
24.19174,120.66774
24.20084,120.67522
24.17955,120.67266
24.17763,120.67366
24.18322,120.6672
24.1834,120.66143
24.17034,120.68735
24.17526,120.69158
24.17039,120.68186
24.17992,120.69459
24.1839,120.69781
24.18228,120.67032
24.18579,120.69563
24.18571,120.70001
24.16254,120.69268
24.17306,120.6884
24.1757,120.68735
24.17985,120.69179
24.17613,120.6808
24.17565,120.69682
24.16892,120.69235
24.16707,120.70311
24.18591,120.66852
24.25541,120.72257
24.25197,120.71993
24.25052,120.71918
24.25384,120.72007
24.25317,120.71705
24.25061,120.71691
24.25086,120.71449
24.25178,120.71253
24.24723,120.70966
24.24762,120.71356
24.24657,120.71608
24.2478,120.71719
24.2572,120.71936
24.26039,120.72393
24.27349,120.72943
24.27096,120.71588
24.25596,120.71674
24.25394,120.70879
24.245,120.70207
24.23264,120.70158
24.24255,120.71061
24.24087,120.7139
24.23455,120.7203
24.22767,120.7303
24.24109,120.72738
24.24618,120.7211
24.244,120.73857
24.25003,120.7247
24.22999,120.7539
24.25442,120.73297
24.25885,120.74487
24.25141,120.75863
24.26123,120.7301
24.26314,120.74254
24.26461,120.73927
24.27383,120.74782
24.2596,120.82431
24.2571,120.82502
24.25612,120.82504
24.25436,120.8258
24.25136,120.82744
24.26439,120.84553
24.25942,120.83141
24.25308,120.84338
24.28145,120.87178
24.24029,120.84289
24.23549,120.86824
24.23729,120.83494
24.22836,120.83642
24.2185,120.84799
24.2184,120.83391
24.20366,120.85902
24.18349,120.8596
24.27735,120.85007
24.26366,120.82628
24.27693,120.8323
24.28118,120.81279
24.28969,120.81846
24.2899,120.78744
24.28749,120.76469
24.30883,120.78468
24.34816,120.62704
24.34444,120.62482
24.34605,120.62153
24.34875,120.62413
24.34954,120.62045
24.35028,120.61252
24.34537,120.6171
24.34846,120.63157
24.34131,120.62985
24.3411,120.62363
24.34346,120.6236
24.33846,120.61713
24.33801,120.60449
24.32651,120.59957
24.35554,120.61211
24.35297,120.6228
24.36011,120.61931
24.36712,120.62106
24.37075,120.63241
24.35755,120.64311
24.36889,120.66583
24.38114,120.64644
24.37896,120.67465
24.40129,120.65139
24.39804,120.63401
24.41839,120.62668
24.4232,120.63354
24.43163,120.62352
24.40691,120.61419
24.26762,120.57931
24.26687,120.57668
24.26469,120.57367
24.27159,120.57501
24.26805,120.57322
24.27399,120.57364
24.2751,120.57666
24.27213,120.57713
24.27102,120.56476
24.26327,120.55997
24.29146,120.56822
24.30174,120.54218
24.278,120.56288
24.28193,120.55479
24.29117,120.53195
24.1469,120.6839
24.27504,120.54447
24.31114,120.55439
24.30253,120.55803
24.31304,120.58182
24.32407,120.56329
24.3146,120.56739
24.29682,120.57936
24.30539,120.59549
24.30514,120.60934
24.28603,120.57889
24.28021,120.57081
24.28231,120.58586
24.27352,120.63033
24.2871,120.60708
24.29829,120.62762
24.27383,120.59608
24.23993,120.56184
24.23665,120.56347
24.23837,120.55866
24.23568,120.56056
24.22949,120.56067
24.22366,120.55321
24.25504,120.56948
24.24728,120.56344
24.23409,120.58914
24.24109,120.58949
24.22912,120.57026
24.22515,120.56418
24.22532,120.5797
24.21401,120.58251
24.21713,120.56209
24.20178,120.57948
24.24647,120.6076
24.24421,120.61463
24.25756,120.59113
24.23209,120.55496
24.20677,120.56831
24.22716,120.51325
24.25974,120.53151
24.25722,120.53049
24.25604,120.53008
24.25486,120.52968
24.25378,120.5286
24.24569,120.51624
24.25768,120.54772
24.25203,120.54365
24.24705,120.54455
24.24283,120.54076
24.23704,120.54216
24.22972,120.5345
24.22345,120.53747
24.29422,120.74309
24.31196,120.749
24.31204,120.73679
24.31536,120.73429
24.31819,120.71866
24.30508,120.71866
24.30338,120.71098
24.29261,120.71729
24.31141,120.70726
24.3039,120.70146
24.29151,120.68434
24.30132,120.68596
24.30607,120.66453
24.31453,120.68873
24.32562,120.74706
24.33845,120.73141
24.32433,120.70713
24.31067,120.72865
24.2597,120.65864
24.25104,120.66037
24.25547,120.66836
24.26235,120.67392
24.25177,120.68447
24.24394,120.67831
24.23775,120.69064
24.2508,120.69524
24.25342,120.69923
24.2708,120.70643
24.2728,120.69477
24.2763,120.68127
24.27586,120.66338
24.28902,120.64712
24.27034,120.65075
24.25802,120.64813
24.21047,120.70838
24.21964,120.70256
24.22246,120.70909
24.20166,120.70799
24.19372,120.69966
24.20655,120.70038
24.21345,120.68586
24.22573,120.68245
24.22467,120.69327
24.23023,120.70856
24.22085,120.71479
24.21509,120.73212
24.20194,120.72894
24.1469,120.6839
24.19687,120.70128
24.19647,120.69633
24.22483,120.64572
24.23801,120.65035
24.24475,120.6356
24.22509,120.63252
24.23008,120.61215
24.21481,120.62206
24.21669,120.65245
24.21945,120.67336
24.23895,120.66774
24.22278,120.66167
24.21341,120.66076
24.22724,120.65183
24.21962,120.64521
24.22826,120.66735
24.23071,120.65845
24.24232,120.80574
24.22775,120.80687
24.25514,120.80487
24.23281,120.81684
24.23655,120.78442
24.22808,120.79932
24.21829,120.78523
24.20819,120.78858
24.18469,120.80798
24.20843,120.81866
24.19009,120.82748
24.15289,120.83979
24.13444,120.8742
24.27941,120.77047
24.27772,120.77916
24.27465,120.7834
24.25983,120.77836
24.25536,120.79226
24.27544,120.79168
24.27601,120.80024
24.26895,120.80751
24.26148,120.80964
24.2558,120.81908
24.33524,120.69209
24.32643,120.67598
24.31745,120.64632
24.33053,120.64927
24.32592,120.62666
24.34118,120.63962
24.34123,120.67234
24.33881,120.65639
24.35161,120.65423
24.34869,120.70787
24.1469,120.6839
24.33943,120.56974
24.35126,120.56939
24.3545,120.58215
25.02634,121.53477
24.34946,120.59818
24.33508,120.58875
24.39226,120.6122
24.38653,120.60507
24.38025,120.60105
24.3763,120.58673
24.37189,120.60147
24.36351,120.60341
24.10544,120.62634
24.10996,120.61966
24.11303,120.6026
24.11366,120.59021
24.12329,120.60519
24.11227,120.63905
24.10492,120.63767
24.10457,120.64983
24.09791,120.6536
24.09581,120.63615
24.08827,120.63146
24.07903,120.64503
24.07259,120.63116
24.05771,120.64801
24.0433,120.65063
24.04947,120.63029
24.1314,120.57827
24.11253,120.5764
24.13019,120.57009
24.11789,120.55974
24.13229,120.55521
24.1469,120.6839
24.14538,120.55211
24.14852,120.54628
24.13515,120.53873
24.14119,120.53344
24.1625,120.52921
24.1469,120.6839
24.16798,120.5482
24.15758,120.54881
24.16025,120.57084
24.1469,120.6839
24.169,120.57913
24.17904,120.54834
24.17893,120.53366
24.18237,120.52762
24.18882,120.53352
24.19199,120.51435
24.20232,120.49777
24.20225,120.51914
24.20702,120.52246
24.23015,120.50238
24.21266,120.54483
24.19722,120.55028
24.19057,120.55963
24.18818,120.57658
24.17688,120.56806
24.18059,120.58698
24.18944,120.59148
24.05859,120.75678
24.07812,120.7113
24.07636,120.70748
24.06842,120.70054
24.06527,120.70069
24.06279,120.69981
24.0618,120.70334
24.05976,120.71699
24.04269,120.73977
24.06794,120.68333
24.05302,120.68605
24.06914,120.66725
24.0775,120.65772
24.0183,120.73677
24.01786,120.69428
24.03543,120.7378
24.03858,120.68731
24.03828,120.67078
24.04267,120.66195
24.02738,120.67335
24.11978,120.70804
24.11466,120.72093
24.12557,120.71997
24.12939,120.71007
24.12915,120.72567
24.13735,120.72375
24.14186,120.718
24.14602,120.73236
24.1493,120.75694
24.1574,120.74159
24.15612,120.72431
24.15416,120.70782
24.15088,120.7033
24.14667,120.78302
24.11723,120.79944
24.12352,120.7397
24.11174,120.73985
24.10226,120.72189
24.08505,120.78084
24.11779,120.71862
24.13322,120.7198
24.1364,120.7257
24.14058,120.73467
24.12688,120.71505
24.12355,120.72791
24.13461,120.72865
24.161,120.70747
24.15488,120.71366
24.15168,120.72705
24.15363,120.71827
24.14043,120.71142
24.14763,120.71776
24.15297,120.74043
24.14258,120.72521
24.15971,120.76968
24.14665,120.74036
24.14259,120.7625
24.13136,120.73822
24.10555,120.73533
24.09533,120.6709
24.10067,120.67534
24.10577,120.66641
24.11394,120.68118
24.12297,120.68904
24.11977,120.69347
24.111,120.68513
24.11488,120.69263
24.1199,120.70049
24.10422,120.69749
24.10794,120.70718
24.09544,120.68549
24.08672,120.66559
24.09876,120.70519
24.09217,120.72842
24.08491,120.71802
24.08482,120.70418
24.09067,120.69738
24.08323,120.69231
24.08007,120.68528
24.10462,120.68246
24.11144,120.67642
24.11632,120.68735
24.10817,120.68777
24.10729,120.6921
24.10661,120.70158
24.09411,120.70303
24.18644,120.89755
24.17588,120.93072
24.22483,121.04668
24.24733,120.91118
24.28184,120.94447
24.31832,120.96798
24.2583,121.20665
24.32876,121.3121
23.3121,120.31383
23.31178,120.31173
23.31304,120.30995
23.30304,120.31091
23.30437,120.31148
23.30504,120.31444
23.30985,120.32771
23.31982,120.31931
23.30664,120.32201
23.32055,120.33629
23.2981,120.31749
23.29895,120.30914
23.30138,120.31926
23.31224,120.29855
23.30497,120.29955
23.3277,120.31912
23.32506,120.29653
23.29157,120.27783
23.29981,120.28147
23.2998,120.29985
23.30813,120.2855
22.99083,120.21333
23.28432,120.26495
23.26374,120.26805
23.27322,120.27443
23.27558,120.2589
23.31591,120.30611
23.30852,120.30477
23.31539,120.32477
23.32399,120.28476
23.32028,120.2717
23.32259,120.26943
23.32221,120.26574
23.32002,120.26548
23.31705,120.26691
23.31825,120.27058
23.31122,120.26931
23.29807,120.26145
23.34236,120.28308
23.33131,120.26759
23.32547,120.25674
23.3152,120.24046
23.28372,120.2411
23.29244,120.25108
23.2906,120.25747
23.30387,120.24431
23.2879,120.22168
23.26719,120.24043
23.25712,120.24063
23.27881,120.22776
23.26665,120.22493
23.26952,120.20836
23.25219,120.24129
23.25186,120.25116
23.34508,120.41383
23.34487,120.40657
23.35081,120.42451
23.35515,120.42475
23.35127,120.39494
23.34458,120.42931
23.35058,120.46049
23.33333,120.46215
23.33003,120.42815
23.31799,120.45995
23.35219,120.48928
23.31621,120.50224
23.37836,120.41687
23.36183,120.40567
23.39395,120.4117
23.39088,120.39639
23.40271,120.40166
23.37651,120.44462
23.38123,120.47254
23.36617,120.43531
23.36847,120.4628
23.40004,120.45539
23.3954,120.43295
23.3861,120.44943
23.2745,120.31187
23.27524,120.31301
23.27103,120.31691
23.27432,120.32527
23.27196,120.29589
23.29031,120.30222
23.28535,120.33364
23.29521,120.34984
23.28893,120.37283
23.28352,120.37892
23.25582,120.35664
23.24882,120.37479
23.25595,120.40379
23.36229,120.37015
23.37463,120.37046
23.34702,120.36916
23.37455,120.39355
23.39013,120.38064
23.39418,120.37498
22.99083,120.21333
23.39339,120.3613
23.35663,120.32076
23.34825,120.30019
23.33908,120.32759
23.33572,120.34636
23.336,120.35815
23.3253,120.35345
23.33233,120.37615
22.99083,120.21333
23.37482,120.34307
23.37523,120.3261
23.36778,120.3038
23.3651,120.32784
23.35652,120.33958
23.32981,120.40269
23.31346,120.39533
23.32188,120.4145
23.32447,120.38356
23.3093,120.4342
23.32587,120.40414
23.29657,120.38294
23.2723,120.40173
23.26326,120.41794
23.28654,120.42528
23.28387,120.45236
23.25472,120.43473
23.24623,120.48591
23.27542,120.49073
23.29047,120.48908
23.30793,120.3533
23.18406,120.24724
23.18372,120.2503
23.18759,120.25703
22.99083,120.21333
23.17866,120.25028
23.17925,120.24575
23.18443,120.24106
23.18427,120.24299
23.19348,120.23954
23.21054,120.23491
23.18989,120.24802
23.17976,120.26897
23.16706,120.26008
23.19476,120.26275
22.99083,120.21333
23.18098,120.23273
23.19251,120.22672
23.19418,120.22064
23.20591,120.21781
23.19287,120.21288
23.20893,120.2087
23.17738,120.22153
23.16282,120.24834
23.15055,120.24844
23.15948,120.24214
23.14492,120.24743
23.14616,120.23481
23.16315,120.22895
23.1685,120.25471
23.23545,120.26325
23.22325,120.25274
23.24075,120.25451
23.24458,120.26404
23.23729,120.27459
23.22783,120.26792
23.24012,120.23909
23.22525,120.23708
23.21464,120.28375
23.22088,120.27295
23.20949,120.27518
23.20915,120.25862
23.25271,120.28531
23.25485,120.27308
23.2444,120.27953
23.23079,120.35105
23.22854,120.36299
23.22618,120.3533
23.22323,120.33787
23.21809,120.34834
23.22881,120.34047
23.24442,120.34588
23.24254,120.32511
23.25396,120.30892
23.23518,120.29941
23.22071,120.39989
23.20643,120.44834
23.19172,120.34482
23.21097,120.32999
23.20888,120.34933
23.20776,120.36536
23.18081,120.39851
23.19067,120.31252
23.19765,120.31371
22.99083,120.21333
23.18727,120.30364
23.18782,120.29204
